6.8663 3.1062 -1.0166 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3.1062 17.4576 0.3079 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
-1.0166 0.3079 4.2675 0.0246 -0.0716 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0246 3.2263 -0.6064 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 -0.0716 -0.6064 1.5991 -1.0504 0.1286 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 -1.0504 2.1343 -1.0504 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.1286 -1.0504 1.5991 -0.6064 -0.0716 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 -0.6064 3.2263 0.0246 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 -0.0716 0.0246 4.2675 0.3079 -1.0166 
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.3079 17.4576 3.1062 
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 -1.0166 3.1062 6.8663 
