-6 0.00656919 0.0216063 -0.039179 -0.0392781 0.00887891 
-5.99 0.00638752 0.0209835 -0.0379761 -0.0377655 0.00812241 
-5.98 0.00620734 0.0203661 -0.0367842 -0.0362705 0.00737927 
-5.97 0.00602866 0.019754 -0.0356035 -0.0347931 0.0066495 
-5.96 0.00585148 0.0191473 -0.0344339 -0.0333333 0.00593307 
-5.95 0.0056758 0.018546 -0.0332754 -0.031891 0.00523001 
-5.94 0.00550161 0.01795 -0.032128 -0.0304663 0.00454031 
-5.93 0.00532893 0.0173594 -0.0309917 -0.0290592 0.00386397 
-5.92 0.00515774 0.0167742 -0.0298666 -0.0276697 0.00320098 
-5.91 0.00498805 0.0161943 -0.0287526 -0.0262977 0.00255136 
-5.9 0.00481985 0.0156198 -0.0276497 -0.0249434 0.00191509 
-5.89 0.00465316 0.0150507 -0.0265579 -0.0236066 0.00129218 
-5.88 0.00448796 0.0144869 -0.0254772 -0.0222874 0.000682636 
-5.87 0.00432426 0.0139285 -0.0244076 -0.0209857 8.64471e-05 
-5.86 0.00416206 0.0133755 -0.0233492 -0.0197017 -0.000496383 
-5.85 0.00400135 0.0128279 -0.0223019 -0.0184352 -0.00106585 
-5.84 0.00384215 0.0122856 -0.0212656 -0.0171863 -0.00162197 
-5.83 0.00368444 0.0117487 -0.0202406 -0.015955 -0.00216472 
-5.82 0.00352823 0.0112171 -0.0192266 -0.0147412 -0.00269411 
-5.81 0.00337352 0.0106909 -0.0182237 -0.0135451 -0.00321015 
-5.8 0.00322031 0.0101701 -0.017232 -0.0123665 -0.00371283 
-5.79 0.00306859 0.0096547 -0.0162513 -0.0112055 -0.00420214 
-5.78 0.00291837 0.00914462 -0.0152818 -0.010062 -0.0046781 
-5.77 0.00276965 0.00863992 -0.0143234 -0.00893618 -0.0051407 
-5.76 0.00262243 0.00814058 -0.0133762 -0.00782791 -0.00558994 
-5.75 0.00247671 0.00764661 -0.01244 -0.00673722 -0.00602582 
-5.74 0.00233248 0.00715801 -0.011515 -0.0056641 -0.00644834 
-5.73 0.00218976 0.00667478 -0.010601 -0.00460856 -0.00685751 
-5.72 0.00204853 0.00619692 -0.00969823 -0.0035706 -0.00725331 
-5.71 0.00190879 0.00572442 -0.00880654 -0.00255022 -0.00763575 
-5.7 0.00177056 0.0052573 -0.00792596 -0.00154742 -0.00800484 
-5.69 0.00163382 0.00479554 -0.0070565 -0.000562198 -0.00836057 
-5.68 0.00149859 0.00433915 -0.00619816 0.000405447 -0.00870294 
-5.67 0.00136485 0.00388813 -0.00535093 0.00135551 -0.00903194 
-5.66 0.0012326 0.00344248 -0.00451482 0.002288 -0.00934759 
-5.65 0.00110186 0.00300219 -0.00368983 0.00320291 -0.00964988 
-5.64 0.000972613 0.00256728 -0.00287596 0.00410024 -0.00993882 
-5.63 0.000844865 0.00213773 -0.0020732 0.00498 -0.0102144 
-5.62 0.000718615 0.00171355 -0.00128156 0.00584217 -0.0104766 
-5.61 0.000593862 0.00129474 -0.000501031 0.00668676 -0.0107255 
-5.6 0.000470608 0.000881296 0.000268378 0.00751378 -0.010961 
-5.59 0.000348852 0.000473222 0.00102667 0.00832322 -0.0111831 
-5.58 0.000228594 7.05171e-05 0.00177384 0.00911508 -0.0113919 
-5.57 0.000109833 -0.00032682 0.0025099 0.00988936 -0.0115873 
-5.56 -7.42914e-06 -0.000718788 0.00323484 0.0106461 -0.0117693 
-5.55 -0.000123194 -0.00110539 0.00394867 0.0113852 -0.011938 
-5.54 -0.00023746 -0.00148662 0.00465138 0.0121067 -0.0120934 
-5.53 -0.000350228 -0.00186248 0.00534297 0.0128107 -0.0122354 
-5.52 -0.000461499 -0.00223298 0.00602344 0.0134971 -0.012364 
-5.51 -0.000571272 -0.0025981 0.0066928 0.0141659 -0.0124793 
-5.5 -0.000679546 -0.00295786 0.00735104 0.0148171 -0.0125812 
-5.49 -0.000786323 -0.00331225 0.00799817 0.0154508 -0.0126697 
-5.48 -0.000891601 -0.00366127 0.00863418 0.0160669 -0.0127449 
-5.47 -0.000995382 -0.00400493 0.00925907 0.0166654 -0.0128067 
-5.46 -0.00109766 -0.00434321 0.00987284 0.0172463 -0.0128552 
-5.45 -0.00119845 -0.00467613 0.0104755 0.0178096 -0.0128903 
-5.44 -0.00129774 -0.00500367 0.011067 0.0183554 -0.0129121 
-5.43 -0.00139553 -0.00532585 0.0116475 0.0188836 -0.0129205 
-5.42 -0.00149182 -0.00564266 0.0122168 0.0193942 -0.0129155 
-5.41 -0.00158661 -0.00595411 0.012775 0.0198872 -0.0128972 
-5.4 -0.0016799 -0.00626018 0.013322 0.0203627 -0.0128655 
-5.39 -0.0017717 -0.00656089 0.013858 0.0208205 -0.0128204 
-5.38 -0.001862 -0.00685622 0.0143828 0.0212608 -0.012762 
-5.37 -0.0019508 -0.00714619 0.0148966 0.0216835 -0.0126903 
-5.36 -0.0020381 -0.00743079 0.0153992 0.0220887 -0.0126051 
-5.35 -0.00212391 -0.00771002 0.0158907 0.0224762 -0.0125067 
-5.34 -0.00220822 -0.00798389 0.016371 0.0228462 -0.0123948 
-5.33 -0.00229102 -0.00825238 0.0168403 0.0231986 -0.0122696 
-5.32 -0.00237234 -0.00851551 0.0172984 0.0235334 -0.0121311 
-5.31 -0.00245215 -0.00877327 0.0177454 0.0238507 -0.0119792 
-5.3 -0.00253046 -0.00902566 0.0181814 0.0241503 -0.0118139 
-5.29 -0.00260728 -0.00927268 0.0186061 0.0244324 -0.0116352 
-5.28 -0.0026826 -0.00951433 0.0190198 0.0246969 -0.0114433 
-5.27 -0.00275642 -0.00975062 0.0194224 0.0249438 -0.0112379 
-5.26 -0.00282875 -0.00998153 0.0198138 0.0251732 -0.0110192 
-5.25 -0.00289957 -0.0102071 0.0201941 0.025385 -0.0107871 
-5.24 -0.0029689 -0.0104273 0.0205633 0.0255791 -0.0105417 
-5.23 -0.00303673 -0.0106421 0.0209214 0.0257558 -0.0102829 
-5.22 -0.00310306 -0.0108515 0.0212684 0.0259148 -0.0100108 
-5.21 -0.00316789 -0.0110556 0.0216043 0.0260563 -0.00972525 
-5.2 -0.00323123 -0.0112543 0.021929 0.0261801 -0.00942639 
-5.19 -0.00329307 -0.0114476 0.0222426 0.0262864 -0.00911416 
-5.18 -0.00335341 -0.0116356 0.0225451 0.0263752 -0.00878858 
-5.17 -0.00341225 -0.0118182 0.0228365 0.0264463 -0.00844964 
-5.16 -0.00346959 -0.0119954 0.0231168 0.0264999 -0.00809734 
-5.15 -0.00352544 -0.0121673 0.0233859 0.0265359 -0.00773168 
-5.14 -0.00357978 -0.0123338 0.023644 0.0265543 -0.00735266 
-5.13 -0.00363263 -0.0124949 0.0238909 0.0265551 -0.00696028 
-5.12 -0.00368399 -0.0126507 0.0241267 0.0265383 -0.00655454 
-5.11 -0.00373384 -0.0128011 0.0243514 0.026504 -0.00613545 
-5.1 -0.0037822 -0.0129461 0.024565 0.0264521 -0.00570299 
-5.09 -0.00382905 -0.0130857 0.0247674 0.0263826 -0.00525718 
-5.08 -0.00387441 -0.01322 0.0249588 0.0262956 -0.00479801 
