0.4087 0.2044 -0.1022 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0.2044 1.6348 0.2044 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
-0.1022 0.2044 0.7160 0.1536 -0.0768 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.1536 1.2290 0.1536 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 -0.0768 0.1536 0.4753 0.0840 -0.0420 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0840 0.6724 0.0840 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 -0.0420 0.0840 0.4753 0.1536 -0.0768 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.1536 1.2290 0.1536 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 -0.0768 0.1536 0.7160 0.2044 -0.1022 
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.2044 1.6348 0.2044 
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 -0.1022 0.2044 0.4087 
